Abbr,Department,Agency/body,Agency abbr,Name of service,Slug,2012-Q4 Vol.,2012-Q4 CPT (£),2012-Q4 Digital vol.,2012-Q4 Digital CPT (£),2012-Q4 Completion rate,2012-Q4 User satisfaction,2013-Q1 Vol.,2013-Q1 CPT (£),2013-Q1 Digital vol.,2013-Q1 Digital CPT (£),2013-Q1 Completion rate,2013-Q1 User satisfaction,2013-Q2 Vol.,2013-Q2 CPT (£),2013-Q2 Digital vol.,2013-Q2 Digital CPT (£),2013-Q2 Completion rate,2013-Q2 User satisfaction,2013-Q3 Vol.,2013-Q3 CPT (£),2013-Q3 Digital vol.,2013-Q3 Digital CPT (£),2013-Q3 Completion rate,2013-Q3 User satisfaction,2013-Q4 Vol.,2013-Q4 CPT (£),2013-Q4 Digital vol.,2013-Q4 Digital CPT (£),2013-Q4 Completion rate,2013-Q4 User satisfaction,2014-Q1 Vol.,2014-Q1 CPT (£),2014-Q1 Digital vol.,2014-Q1 Digital CPT (£),2014-Q1 Completion rate,2014-Q1 User satisfaction,2014-Q2 Vol.,2014-Q2 CPT (£),2014-Q2 Digital vol.,2014-Q2 Digital CPT (£),2014-Q2 Completion rate,2014-Q2 User satisfaction,2014-Q3 Vol.,2014-Q3 CPT (£),2014-Q3 Digital vol.,2014-Q3 Digital CPT (£),2014-Q3 Completion rate,2014-Q3 User satisfaction,2014-Q4 Vol.,2014-Q4 CPT (£),2014-Q4 Digital vol.,2014-Q4 Digital CPT (£),2014-Q4 Completion rate,2014-Q4 User satisfaction,2015-Q1 Vol.,2015-Q1 CPT (£),2015-Q1 Digital vol.,2015-Q1 Digital CPT (£),2015-Q2 Vol.,2015-Q2 CPT (£),2015-Q2 Digital vol.,2015-Q2 Digital CPT (£),2015-Q3 Vol.,2015-Q3 CPT (£),2015-Q3 Digital vol.,2015-Q3 Digital CPT (£),2015-Q4 Vol.,2015-Q4 CPT (£),2015-Q4 Digital vol.,2015-Q4 Digital CPT (£),2016-Q1 Vol.,2016-Q1 CPT (£),2016-Q1 Digital vol.,2016-Q1 Digital CPT (£),2016-Q2 Vol.,2016-Q2 CPT (£),2016-Q2 Digital vol.,2016-Q2 Digital CPT (£),2016-Q3 Vol.,2016-Q3 CPT (£),2016-Q3 Digital vol.,2016-Q3 Digital CPT (£),2016-Q4 Vol.,2016-Q4 CPT (£),2016-Q4 Digital vol.,2016-Q4 Digital CPT (£),2017-Q1 Vol.,2017-Q1 CPT (£),2017-Q1 Digital vol.,2017-Q1 Digital CPT (£),2017-Q2 Vol.,2017-Q2 CPT (£),2017-Q2 Digital vol.,2017-Q2 Digital CPT (£),Category,URL,Service link text,Description of service,Notes on costs,Other notes,Customer type,Business model,"Previous dept 
 (MOG, Jun 2016)","Dept providing data 
(MOG , Jun 2016)",previous agency,Keywords,Notes [for GDS only],Hi-vol,Latest volumes,Latest digital take-up,Latest digital totals,,,,,FOI URL,Also check PP dashboard for more detailed channel breakdwon,Type of transaction,Type notes,"Total transactions
Jul - Sep 2012","Total transactions
Oct - Dec 2012","Total transactions
Jan - Mar 2013","Total transactions
Apr - Jun 2013","Total transactions
Jul - Sep 2013","Total transactions
Oct - Dec 2013","Total transactions
Jan - Mar 2014","Total transactions
Apr - Jun 2014","Total transactions
Jul - Sep 2014","Total transactions
Oct - Dec 2014","Total transactions
Jan - Mar 2015","Total transactions
Apr - Jun 2015","Total transactions
Jul - Sep 2015","Total transactions
Oct - Dec 2015","Total transactions
Jan - Mar 2016","Total transactions
Apr - Jun 2016","Total transactions
Jul - Sep 2016","Total transactions
Oct - Dec 2016","Total transactions
Jan - Mar 2017",Totals check Apr-Mar [pasted values],"Total 
Apr16 - Mar17 [12 MONTHS]",Totals check Apr-Mar,"Digital transactions
Jul - Sep 2012","Digital transactions
Oct - Dec 2012","Digital transactions
Jan - Mar 2013","Digital transactions
Apr - Jun 2013","Digital transactions
Jul - Sep 2013","Digital transactions
Oct - Dec 2013","Digital transactions
Jan - Mar 2014","Digital transactions
Apr - Jun 2014","Digital transactions
Jul - Sep 2014","Digital transactions
Oct - Dec 2014","Digital transactions
Jan - Mar 2015","Digital transactions
Apr - Jun 2015","Digital transactions
Jul - Sep 2015","Digital transactions
Oct - Dec 2015","Digital transactions
Jan - Mar 2016","Digital transactions
Apr - Jun 2016","Digital transactions
Jul - Sep 2016","Digital transactions
Oct - Dec 2016","Digital transactions
Jan - Mar 2017",Totals check Apr-Mar [pasted values],"Total 
Apr16 - Mar17 [12 MONTHS]",Totals check Apr-Mar,Digital exceeds all (quarters),Digital exceeds all (years)
BEIS,"Department for Business, Energy and Industrial Strategy",Intellectual Property Office,IPO,Patents: applications by the proprietor to cancel an entry in the register that licences are available as of right,bis-application-by-the-proprietor-of-a-patent-to-cancel-an-entry-in-the-register-that-licences-under-the-patent-are-available-as-of-right-f30,36,,,,,,36,,,,,,,,,,,,0,,,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,Amending/deleting information,https://www.gov.uk/government/publications/patent-forms-and-fees,,Data for applications by the proprietor of a patent to cancel an entry in the register that licences under the patent are available as of right (F30).,,,Business,Fees and charges,BIS,BIS,,,Patent,,0,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy",Intellectual Property Office,IPO,Application fee for a patent ,bis-application-fee-for-a-patent-application-af1,"1,690",,,,,,"1,690",,,,,,"1,688",,,,,,"1,729",,,,,,"1,647",,0,,,,"1,522",,0,,,,"1,480",,0,,,,"1,387",,0,,,,"1,353",,0,,,,"1,344",,0,,"1,328",,0,,"1,287",,0,,"1,232",,0,,"1,177",,0,,"1,111",,0,,"1,101",,0,,"1,106",,0,,"1,111",,0,,"1,111",,0,,Making a payment,https://www.gov.uk/government/publications/patent-forms-and-fees,,Data for application fee for a patent application (AF1) if not already been paid with Form 1 or Form 9A.,,,Business,Fees and charges,BIS,BIS,,,Patent,,"1,111",,0,,,,,,,,,444,465,399,421,362,340,357,328,328,331,341,287,273,276,275,277,278,281,275,"1,111","1,111",y,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",BEIS,Applications for approved verification of weighing or measuring equipment,bis-application-for-approved-verification,,,,,,,1,,,,,,1,,,,,,4,,,,,,7,,,,,,9,,,,,,11,,,,,,9,,,,,,7,,7,,,,6,,6,,2,,2,,2,,2,,2,,2,,3,,3,,3,,3,,3,,3,,2,,2,,1,,1,,1,,1,,Requesting a licence or consent,http://www.nmodoitonline.bis.gov.uk/applicationform/application-for-approved-verification.aspx,,Data for applications for approved verification of weighing or measuring equipment.,,,Business,Taxpayers,BIS,BIS,BIS,,,,3,,2,,,,,,,,,0,0,2,2,3,2,4,0,1,1,0,0,1,2,0,0,0,1,0,1,1,y,,,,,,2,4,0,1,1,0,0,1,2,0,0,0,1,0,1,1,y,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",BEIS,Applications for calibration,bis-application-for-calibration,240,,200,,,,392,,,,,,411,,,,,,164,,,,,,172,,,,,,165,,,,,,170,,,,,,151,,,,,,142,,142,,,,145,,145,,129,,129,,147,,147,,134,,134,,124,,124,,139,,139,,120,,120,,125,,125,,121,,121,,124,,124,,Requesting a licence or consent,http://www.nmodoitonline.bis.gov.uk/applicationform/Application_For_The_Calibration_of_Mass_Length_or_Volume.aspx,,"Data for applications for calibration of mass, length or volume.",,,Business,,BIS,BIS,BIS,,,,139,,134,,,,,,,,,39,43,45,37,47,36,50,18,38,39,34,36,25,29,49,17,30,25,52,124,124,y,,,,,,36,50,18,38,39,34,36,25,29,49,17,30,25,52,124,124,y,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy",Intellectual Property Office,IPO,"Patents: applications for declaration of lapse or invalidity, or to revoke an extension of a Supplementary Protection Certificate",bis-application-for-declaration-of-lapse-or-invalidity-or-to-revoke-an-extension-of-the-duration-of-a-supplementary-protection-certificate-sp3,0,,,,,,0,,,,,,,,,,,,0,,,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,,0,,2,,0,,3,,0,,Providing information,https://www.gov.uk/government/publications/patent-forms-and-fees,,"Data for applications for declaration of lapse or invalidity, or to revoke an extension of the duration of a Supplementary Protection Certificate (SP3).",,,Business,Fees and charges,BIS,BIS,,,,,0,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,y,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy",Intellectual Property Office,IPO,Applications for European patent ,bis-application-for-european-patent-ep1001e,,,,,,,,,,,,,,,,,,,168,,168,,,,221,,221,,,,294,,294,,,,347,,347,,,,352,,352,,,,324,,324,,,,283,,283,,298,,298,,292,,292,,271,,271,,284,,284,,225,,225,,213,,213,,225,,225,,182,,182,,176,,176,,Requesting a licence or consent,https://www.gov.uk/government/publications/patent-forms-and-fees,,Data for applications for European patent (EP1001E).,,,Business,Fees and charges,BIS,BIS,,,Patent,,225,,271,,,,,,,,,37,32,39,60,90,105,92,65,62,64,107,59,41,77,48,47,53,34,42,176,176,y,,,,60,90,105,92,65,62,64,107,59,41,77,48,47,53,34,42,176,176,y,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy",Intellectual Property Office,IPO,Patents: applications for extension to a Supplementary Protection Certificate,bis-application-for-extension-to-a-supplementary-protection-certificate-sp4,4,,,,,,4,,,,,,7,,,,,,6,,,,,,5,,0,,,,3,,0,,,,4,,0,,,,5,,0,,,,7,,0,,,,11,,0,,17,,0,,17,,0,,16,,0,,14,,0,,9,,0,,10,,0,,10,,0,,8,,0,,7,,0,,Providing information,https://www.gov.uk/government/publications/patent-forms-and-fees,,Data for applications for Extension to a Supplementary Protection Certificate (SP4).,,,Business,Fees and charges,BIS,BIS,,,,,9,,0,,,,,,,,,2,3,0,1,1,1,1,2,3,5,7,2,2,3,2,3,2,1,1,7,7,y,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy",Innovate UK,,Innovate UK funding: applications for grants,bis-application-for-funding,,,,,,,"4,942",,,,,,"4,971",,,,,,"4,961",,"4,961",,,,"5,079",,"5,079",,,,"5,556",,"5,556",,,,"5,751",,"5,751",,,,"5,206",,"5,206",,,,"5,293",,"5,293",,,,"4,626",,"4,626",,"5,077",,"5,077",,"5,499",,"5,499",,"5,969",,"5,969",,"7,266",,"7,266",,"6,499",,"6,499",,"5,877",,"5,877",,"6,489",,"6,489",,"6,193",,"6,193",,"6,408",,"6,408",,"Requesting benefits, payments or loans",https://grants.innovateuk.org/welcome,,Data for applications for funding.,,,Business,Taxpayers,BIS,BIS,,,,,"6,499",,"5,969",,,,,,,4. other,,943,"1,019","1,489","1,510","1,061","1,496","1,684",965,"1,148",829,"2,135","1,387","1,618","2,126","1,368",765,"2,230","1,830","1,583","6,408","6,408",y,943,"1,019","1,489","1,510","1,061","1,496","1,684",965,"1,148",829,"2,135","1,387","1,618","2,126","1,368",765,"2,230","1,830","1,583","6,408","6,408",y,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy",Intellectual Property Office,IPO,Applications for international patent,bis-application-for-international-patent-pctro101,"4,400",,"2,420",,,,"4,400",,,,,,"5,574",,,,,,"4,136",,,,,,"3,995",,"2,547",,,,"3,997",,"3,436",,,,"4,143",,"3,599",,,,"4,204",,"3,690",,,,"4,358",,"3,851",,,,"4,365",,"3,862",,"4,339",,"3,859",,"4,259",,"3,794",,"4,210",,"3,767",,"4,476",,"4,181",,"4,269",,"4,089",,"4,345",,"4,250",,"4,373",,"4,373",,"4,098",,"4,098",,"4,214",,"4,214",,Requesting a licence or consent,https://www.gov.uk/government/publications/patent-forms-and-fees,,Data for applications for an international patent (PCTRO101).,,,Business,Fees and charges,BIS,BIS,,,Patent,,"4,269",,"3,767",,,,,,,,,"1,077","1,039","1,009","1,011",936,"1,041","1,155","1,072","1,090","1,048","1,129",992,"1,041","1,314",922,"1,068","1,069","1,039","1,038","4,214","4,214",y,,,854,881,812,889,"1,017",972,973,900,"1,014",907,946,"1,314",922,"1,068","1,069","1,039","1,038","4,214","4,214",y,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",BEIS,Applications for pre-assessment,bis-application-for-pre-assessment,22,,22,,,,6,,,,,,5,,,,,,6,,,,,,11,,,,,,12,,,,,,11,,,,,,11,,,,,,6,,6,,,,7,,7,,10,,10,,10,,10,,8,,8,,5,,5,,1,,1,,2,,2,,2,,2,,2,,2,,2,,2,,Requesting a licence or consent,http://www.nmodoitonline.bis.gov.uk/applicationform/Application_For_Pre-Assessment.aspx,,Data for applications for pre-assesments.,,,Business,Taxpayers,BIS,BIS,BIS,,,,1,,8,,,,,,,,,2,1,2,1,7,2,1,1,2,3,4,1,0,0,0,2,0,0,0,2,2,y,,,,,,2,1,1,2,3,4,1,0,0,0,2,0,0,0,2,2,y,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy","Department for Business, Energy and Industrial Strategy",BEIS,Applications for product certification,bis-application-for-product-certification,200,,200,,,,197,,,,,,194,,,,,,213,,,,,,224,,,,,,232,,,,,,235,,,,,,229,,,,,,223,,223,,,,238,,238,,226,,226,,232,,232,,232,,232,,209,,209,,208,,208,,219,,219,,215,,215,,237,,237,,276,,276,,Requesting a licence or consent,http://www.nmodoitonline.bis.gov.uk/applicationform/Application_for_Product_Certification.aspx,,Data for applications for product certification by the National Measurement and Regulation Office.,,,Business,Taxpayers,BIS,BIS,BIS,,,,208,,232,,,,,,,,,53,46,54,60,64,54,57,54,58,69,45,60,58,46,44,71,54,68,83,276,276,y,,,,,,54,57,54,58,69,45,60,58,46,44,71,54,68,83,276,276,y,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy",Intellectual Property Office,IPO,Patents: applications for the grant of a Supplementary Protection Certificate,bis-application-of-grant-of-a-supplementary-protection-certificate-sp1,62,,,,,,62,,,,,,69,,,,,,68,,,,,,80,,0,,,,79,,0,,,,87,,0,,,,84,,0,,,,86,,0,,,,90,,0,,81,,0,,83,,0,,61,,0,,53,,0,,52,,0,,48,,0,,61,,0,,57,,0,,49,,0,,Requesting a licence or consent,https://www.gov.uk/government/publications/patent-forms-and-fees,,Data for applications for the grant of a Supplementary Protection Certificate (SP1).,,,Business,Fees and charges,BIS,BIS,,,Patent,,52,,0,,,,,,,,,8,21,20,19,20,20,28,16,22,24,19,18,0,16,18,14,13,12,10,49,49,y,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy",Intellectual Property Office,IPO,Applications to amend the regulations for a certification or collective mark,bis-application-to-amend-the-regulations-governing-the-use-of-a-certification-or-collective-mark-tm36,5,,,,,,5,,,,,,5,,,,,,5,,,,,,9,,0,,,,9,,0,,,,10,,0,,,,13,,0,,,,9,,0,,,,10,,0,,9,,0,,8,,0,,32,,0,,30,,0,,32,,0,,32,,0,,6,,0,,7,,0,,5,,0,,Providing information,https://www.gov.uk/government/publications/trade-mark-forms-and-fees,,Data for applications to amend the regulations governing the use of a certification or collective mark (TM36).,,,Business,Fees and charges,BIS,BIS,,,,,32,,0,,,,,,,,,2,1,1,1,6,1,2,4,2,2,1,3,26,0,3,3,0,1,1,5,5,y,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy",Intellectual Property Office,IPO,Applications to declare invalid a registration or a protected international trade mark,bis-application-to-declare-invalid-a-registration-or-a-protected-international-tm-tm26l,141,,,,,,141,,,,,,163,,,,,,137,,,,,,134,,0,,,,147,,0,,,,139,,0,,,,159,,0,,,,202,,0,,,,215,,51,,222,,51,,220,,51,,185,,51,,182,,0,,181,,0,,172,,0,,171,,0,,158,,0,,168,,0,,Providing information,https://www.gov.uk/government/publications/trade-mark-forms-and-fees,,Data for applications to declare invalid a registration or a protected international trade mark (TM26l).,,,Business,Fees and charges,BIS,BIS,,,,,181,,51,,,,,,,,,44,25,42,26,41,38,34,46,84,51,41,44,49,48,40,35,48,35,50,168,168,y,,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,y,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy",Intellectual Property Office,IPO,Trade marks: applications to intervene in proceedings,bis-application-to-intervene-in-proceedings-tm27,0,,,,,,0,,,,,,,,,,,,0,,,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,2,,0,,3,,0,,4,,0,,Providing information,https://www.gov.uk/government/publications/trade-mark-forms-and-fees,,Data for applications to intervene in proceedings (TM27).,,,Business,Fees and charges,BIS,BIS,,,,,0,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,4,y,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy",Intellectual Property Office,IPO,Trade marks: applications to record or cancel a registrable transaction under the Madrid Protocol,bis-application-to-record-or-cancel-a-registrable-transaction-other-than-assignment-or-licence-application-to-record-or-cancel-a-notifiable-transcation-under-the-madrid-protocol-tm24,400,,,,,,400,,,,,,367,,,,,,381,,,,,,392,,0,,,,300,,0,,,,329,,0,,,,293,,0,,,,272,,0,,,,315,,0,,280,,0,,293,,0,,310,,0,,298,,0,,297,,0,,282,,0,,261,,0,,272,,0,,269,,0,,Amending/deleting information,https://www.gov.uk/government/publications/trade-mark-forms-and-fees,,"Data for applications to record or cancel a registrable transaction other than assignment or licence, or to cancel a notifiable transaction under the Madrid Protocol (TM24).",,,Business,Fees and charges,BIS,BIS,,,,,297,,0,,,,,,,,,76,123,71,111,87,31,100,75,66,74,65,88,83,62,64,73,62,73,61,269,269,y,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy",Intellectual Property Office,IPO,Trade marks: applications to rectify the register,bis-application-to-rectify-the-register-tm26r,10,,,,,,10,,,,,,25,,,,,,84,,,,,,175,,0,,,,253,,0,,,,351,,0,,,,341,,0,,,,315,,0,,,,336,,0,,368,,0,,393,,0,,423,,0,,418,,0,,404,,0,,442,,0,,459,,0,,459,,0,,472,,0,,Providing information,https://www.gov.uk/government/publications/trade-mark-forms-and-fees,,Data for applications to rectify the register (TM26R).,,,Business,Fees and charges,BIS,BIS,,,,,404,,0,,,,,,,,,5,1,2,76,96,79,100,66,70,100,132,91,100,95,118,129,117,95,131,472,472,y,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy",Intellectual Property Office,IPO,Applications to record licences against trade marks,bis-application-to-register-a-licensee-tm50,183,,,,,,183,,,,,,220,,,,,,237,,,,,,246,,0,,,,339,,0,,,,297,,0,,,,271,,0,,,,248,,0,,,,144,,0,,131,,0,,128,,0,,131,,0,,132,,0,,139,,0,,143,,0,,161,,0,,156,,0,,150,,0,,Providing information,https://www.gov.uk/government/publications/trade-mark-forms-and-fees,,Data for applications to record licences against trade marks.,,,Business,Fees and charges,BIS,BIS,,,,,139,,0,,,,,,,,,49,41,89,58,58,134,47,32,35,30,34,29,38,31,41,33,56,26,35,150,150,y,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy",Intellectual Property Office,IPO,Applications to register one or more designs,bis-application-to-register-one-or-more-designs-df2a,"4,662",,,,,,"4,662",,,,,,"2,439",,,,,,"2,614",,,,,,"2,539",,0,,,,"2,530",,0,,,,"2,446",,0,,,,"2,397",,0,,,,"2,447",,0,,,,"2,478",,0,,"2,501",,0,,"2,545",,0,,"2,537",,0,,"3,736",,925,,"4,980",,"2,203",,"5,915",,"3,796",,"7,306",,"5,249",,"9,682",,"8,303",,"12,758",,"11,594",,Registering,https://www.gov.uk/register-a-design,,"Data for applications to register designs, submitted on form DF2A.",,Digital service introduced September 2015.,Business,Fees and charges,BIS,BIS,,,,,"4,980",,0,,,,,,,,,659,594,684,677,584,585,600,628,634,616,623,672,626,"1,815","1,867","1,607","2,017","4,191","4,943","12,758","12,758",y,,0,0,0,0,0,0,0,0,0,0,0,0,925,"1,278","1,593","1,453","3,979","4,569","11,594","11,594",y,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy",Intellectual Property Office,IPO,Applications to register or give notice of rights acquired in a patent or in an application form,bis-application-to-register-or-give-notice-of-rights-acquired-in-a-patent-or-in-an-application-form-f21,"3,593",,,,,,"3,593",,,,,,"3,336",,,,,,"3,413",,,,,,"3,453",,0,,,,"3,379",,0,,,,"6,005",,0,,,,"6,051",,0,,,,"6,135",,0,,,,"6,150",,0,,"3,517",,0,,"3,437",,0,,"3,242",,0,,"3,398",,0,,"5,845",,0,,"5,776",,0,,"5,846",,0,,"5,765",,0,,"3,372",,0,,Registering,https://www.gov.uk/government/publications/patent-forms-and-fees,,Data for applications to register or give notice of rights acquired in a patent or in an application. form (F21),,,Business,Fees and charges,BIS,BIS,,,Patent,,"5,845",,0,,,,,,,,,824,890,846,853,864,816,"3,472",899,948,831,839,819,753,987,"3,286",750,823,906,893,"3,372","3,372",y,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy",Intellectual Property Office,IPO,Applications to remove or amend a licence against a trade mark,bis-application-to-remove-or-amend-the-recordal-of-a-licence-tm51,105,,,,,,105,,,,,,34,,,,,,34,,,,,,44,,0,,,,31,,0,,,,26,,0,,,,23,,0,,,,9,,0,,,,10,,0,,11,,0,,12,,0,,12,,0,,14,,0,,14,,0,,15,,0,,18,,0,,17,,0,,33,,0,,Requesting a licence or consent,https://www.gov.uk/government/publications/trade-mark-forms-and-fees,,Data for applications to remove or amend a licence against a trade mark (TM51).,,,Business,Fees and charges,BIS,BIS,,,,,14,,0,,,,,,,,,7,16,6,5,17,3,1,2,3,4,2,3,3,6,2,4,6,5,18,33,33,y,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy",Intellectual Property Office,IPO,Applications to record changes to the ownership of UK trade marks,bis-application-to-request-a-change-of-ownership-tm16,"4,121",,,,,,"4,121",,,,,,"3,696",,,,,,"3,740",,,,,,"3,802",,0,,,,"3,778",,0,,,,"3,806",,0,,,,"3,829",,0,,,,"3,911",,0,,,,"4,021",,0,,"4,020",,0,,"4,110",,0,,"4,186",,0,,"4,229",,0,,"4,352",,0,,"4,463",,0,,"4,442",,0,,"4,449",,0,,"4,573",,0,,Amending/deleting information,https://www.gov.uk/government/publications/trade-mark-forms-and-fees,,"Data for applications to record changes, submitted on form TM16.",,,Business,Fees and charges,BIS,BIS,,,,,"4,352",,0,,,,,,,,,899,957,991,893,961,933,"1,019",916,"1,043","1,043","1,018","1,006","1,119","1,086","1,141","1,117","1,098","1,093","1,265","4,573","4,573",y,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy",Intellectual Property Office,IPO,Applications to restore a patent,bis-application-to-restore-a-patent-f16,228,,,,,,228,,,,,,185,,,,,,175,,,,,,186,,0,,,,189,,0,,,,319,,0,,,,347,,0,,,,339,,0,,,,333,,0,,196,,0,,193,,0,,204,,0,,200,,0,,208,,0,,201,,0,,188,,0,,186,,0,,172,,0,,Amending/deleting information,https://www.gov.uk/government/publications/patent-forms-and-fees,,Data for applications to restore a patent (F16).,,,Business,Fees and charges,BIS,BIS,,,Patent,,208,,0,,,,,,,,,42,53,54,26,53,56,184,54,45,50,47,51,56,46,55,44,43,44,41,172,172,y,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy",Intellectual Property Office,IPO,Applications to revoke a registration or a protected international trade mark for reasons of non-use,bis-application-to-revoke-a-registration-or-a-protected-international-tm-for-reasons-of-non-use-tm26n,136,,,,,,136,,,,,,125,,,,,,125,,,,,,121,,0,,,,135,,0,,,,107,,0,,,,134,,0,,,,159,,0,,,,156,,0,,190,,0,,176,,0,,153,,0,,166,,0,,164,,0,,158,,0,,179,,0,,247,,0,,254,,0,,Providing information,https://www.gov.uk/government/publications/trade-mark-forms-and-fees,,Data for applications to revoke a registration or a protected international trade mark for reasons of non-use (TM26N).,,,Business,Fees and charges,BIS,BIS,,,,,164,,0,,,,,,,,,35,26,31,33,31,40,3,60,56,37,37,46,33,50,35,40,54,118,42,254,254,y,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy",Intellectual Property Office,IPO,Applications to revoke a registration or a protected international trade mark for reasons other than non-use,bis-application-to-revoke-a-registration-or-a-protected-international-tm-for-reasons-other-than-non-use-tm26o,11,,,,,,11,,,,,,4,,,,,,3,,,,,,3,,0,,,,2,,0,,,,2,,0,,,,2,,0,,,,23,,0,,,,23,,0,,26,,0,,25,,0,,4,,0,,4,,0,,0,,0,,0,,0,,3,,0,,3,,0,,4,,0,,Providing information,https://www.gov.uk/government/publications/trade-mark-forms-and-fees,,Data for applications to revoke a registration or a protected international trade mark for reasons other than non-use (TM26O).,,,Business,Fees and charges,BIS,BIS,,,,,0,,0,,,,,,,,,0,1,1,1,0,0,1,1,21,0,4,0,0,0,0,0,3,0,1,4,4,y,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y,ok,ok
BEIS,"Department for Business, Energy and Industrial Strategy",Intellectual Property Office,IPO,Trade marks: applications to set aside cancellation of application or revocation or invalidation of registration,bis-application-to-set-aside-cancellation-of-application-or-revocation-or-invalidation-of-registration-tm29,0,,,,,,0,,,,,,,,,,,,0,,,,,,0,,0,,,,0,,0,,,,2,,0,,,,3,,0,,,,4,,0,,,,4,,0,,2,,0,,2,,0,,2,,0,,2,,0,,3,,0,,2,,0,,1,,0,,1,,0,,0,,0,,Providing information,https://www.gov.uk/government/publications/trade-mark-forms-and-fees,,Data for applications to set aside cancellation of application or revocation or invalidation of trade mark registration (TM29).,,,Business,Fees and charges,BIS,BIS,,,,,3,,0,,,,,,,,,0,0,0,0,0,0,2,1,1,0,0,1,1,0,1,0,0,0,0,0,0,y,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,y,ok,ok
